INSTNM,INSTURL,SAT_AVG,ADM_RATE,ACT_MEDIAN,GRAD_DEBT_MDN,UGDS,PCTPELL,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,C200_4,COSTT4_A,CITY,STABBR,IS_PUBLIC,IS_CITY
Ohio Business College-Sheffield,www.ohiobusinesscollege.edu/,NA,NA,NA,12416,165,0.8456,0.3818,0.297,0.2182,0.0061,0,0,0.0061,0,0.0909,NA,26223,Sheffield Village,OH,0,1
Ohio Business College-Sandusky,www.ohiobusinesscollege.edu/,NA,NA,NA,12416,24,0.8372,0.4583,0.25,0.1667,0,0,0,0.0417,0,0.0833,NA,34459,Sandusky,OH,0,1
Lorain County Community College,https://www.lorainccc.edu/,NA,NA,NA,13680,5394,0.2691,0.6787,0.1085,0.1287,0.0117,0.0041,0.002,0.051,0.005,0.0104,NA,9915,Elyria,OH,1,1
Lourdes University,www.lourdes.edu/,NA,0.741,27,27000,668,0.2728,0.7275,0.1287,0.024,0.0105,0,0.003,0.0509,0.0195,0.0359,0.604,42796,Sylvania,OH,0,1
Malone University,https://www.malone.edu/,1089,0.7558,NA,26289,777,0.3052,0.7593,0.0669,0.0335,0.0116,0.0026,0,0.0296,0.0206,0.0759,0.5967,48017,Canton,OH,0,1
Marietta College,https://www.marietta.edu/,1103,0.7862,NA,27000,1035,0.2714,0.8338,0.0444,0.0329,0.0039,0,0,0.0483,0.0232,0.0135,0.5159,52360,Marietta,OH,0,0
Marion Technical College,www.mtc.edu/,NA,NA,NA,8300,1351,0.1984,0.7639,0.1303,0.0318,0.0104,0.0059,0,0.0415,0,0.0163,NA,11796,Marion,OH,1,0
Medina County Career Center,https://mcjvs.edu/,NA,NA,NA,NA,52,0.3871,0.9038,0.0385,0.0192,0,0.0192,0,0.0192,0,0,NA,NA,Medina,OH,1,0
Mercy College of Ohio,www.mercycollege.edu/,961,0.4276,NA,20834,982,0.3643,0.6823,0.168,0.0845,0.0173,0.0041,0,0.0438,0,0,0.5833,26491,Toledo,OH,0,1
Miami University-Hamilton,miamioh.edu/regionals/,NA,NA,NA,23000,2025,0.3025,0.7017,0.08,0.0602,0.036,0.0035,5e-4,0.041,0.0553,0.0217,0.1851,16692,Hamilton,OH,1,1
Miami University-Middletown,miamioh.edu/regionals/,NA,NA,NA,23000,871,0.2325,0.7658,0.0712,0.0471,0.0126,0.0011,0.0011,0.0344,0.0482,0.0184,0.1923,16559,Middletown,OH,1,1
Miami University-Oxford,miamioh.edu/,1313,0.8209,NA,23000,16361,0.1129,0.8158,0.0292,0.0454,0.0257,0.0021,5e-4,0.0364,0.0364,0.0087,0.8345,37218,Oxford,OH,1,0
Moler Hollywood Beauty Academy,www.molerhollywood.com/,NA,NA,NA,6333,76,0.9067,0.3553,0.5395,0.0658,0.0132,0,0,0.0263,0,0,NA,NA,Cincinnati,OH,0,1
Miami Valley Career Technology Center,www.mvctc.com/ae,NA,NA,NA,9569,84,0.375,0.4643,0.4048,0.0238,0,0,0,0.0833,0,0.0238,NA,NA,Englewood,OH,1,1
Mount Carmel College of Nursing,www.mccn.edu/,1020,0.5739,NA,22082,573,0.3041,0.6056,0.2339,0.0436,0.0663,0.0017,0.0035,0.0366,0,0.0087,0.8068,19807,Columbus,OH,0,1
University of Mount Union,www.mountunion.edu/,1227,0.801,NA,27000,1785,0.2871,0.8134,0.0784,0.0291,0.0123,0.005,0,0.0151,0.0207,0.0258,0.6853,46890,Alliance,OH,0,0
Mount Vernon Nazarene University,www.mvnu.edu/,1119,0.843,NA,25000,1346,0.2893,0.8685,0.0186,0.0342,0.0082,0.0022,0.0015,0.0297,0.0059,0.0312,0.608,48975,Mount Vernon,OH,0,0
Mount St. Joseph University,www.msj.edu/,1068,0.5652,NA,26827,1100,0.2734,0.7418,0.1245,0.0482,0.0064,0,9e-4,0.07,0,0.0082,0.5323,43932,Cincinnati,OH,0,1
Zane State College,www.zanestate.edu/,NA,NA,NA,6834,717,0.1837,0.8661,0.0432,0.0195,0.0056,0.0014,0.0014,0.0446,0,0.0181,NA,12790,Zanesville,OH,1,0
Muskingum University,www.muskingum.edu/,1016,0.8166,NA,25369,1407,0.4111,0.8237,0.0732,0.0277,0.0064,0.0028,0,0.0462,0.0071,0.0128,0.5182,44615,New Concord,OH,0,0
National Beauty College,www.nationalbc.com/,NA,NA,NA,6333,149,0.4959,0.6846,0.2483,0,0.0268,0,0,0.0403,0,0,NA,NA,Canton,OH,0,1
North Central State College,https://www.ncstatecollege.edu/,NA,NA,NA,8252,1187,0.2394,0.8408,0.0581,0.0455,0.0084,0,0,0.0371,0,0.0101,NA,9278,Mansfield,OH,1,0
Northern Institute of Cosmetology,www.nicosmetology.com/,NA,NA,NA,NA,41,0.2609,0.2683,0.2439,0.3902,0.0244,0,0,0.0488,0,0.0244,NA,NA,Lorain,OH,0,1
Northwest State Community College,https://northweststate.edu/,NA,NA,NA,9750,1037,0.1122,0.7146,0.0174,0.1244,0.0058,0,0,0.0174,0,0.1205,NA,17668,Archbold,OH,1,0
Toledo Public Schools Adult and Continuing Education,www.tps.org/,NA,NA,NA,8848,33,0.7632,0.1818,0.6667,0.0909,0,0,0,0.0606,0,0,NA,NA,Toledo,OH,1,1
Notre Dame College,www.notredamecollege.edu/,NA,0.8035,NA,27000,1049,0.389,0.4194,0.3108,0.0553,0.0067,0.001,0.001,0.0667,0.081,0.0582,0.3936,46641,Cleveland,OH,0,1
University of Northwestern Ohio,https://www.unoh.edu/,NA,NA,NA,17084,2572,0.3207,0.7943,0.0451,0.0583,0.0113,0.0086,0.0019,0,0.0451,0.0354,0.3913,24568,Lima,OH,0,1
Oberlin College,www.oberlin.edu/,1440,0.3298,NA,26000,2950,0.0884,0.6197,0.0441,0.0824,0.0529,0,3e-4,0.0932,0.0949,0.0125,0.8295,84230,Oberlin,OH,0,0
Ohio Technical College,www.ohiotech.edu/,NA,NA,NA,12000,331,0.4787,0.6798,0.1329,0.1057,0.003,0.0121,0.003,0.0151,0,0.0483,NA,NA,Cleveland,OH,0,1
Ohio Dominican University,https://www.ohiodominican.edu/,1150,0.8525,NA,26000,785,0.3901,0.5299,0.2752,0.0611,0.0166,0.0038,0,0.0446,0.0382,0.0306,0.5388,45660,Columbus,OH,0,1
Ohio Northern University,www.onu.edu/,1290,0.7335,NA,27000,2386,0.1896,0.7997,0.0285,0.0432,0.018,0.0017,0.0013,0.0486,0.0134,0.0457,0.7314,52484,Ada,OH,0,0
Ohio State University Agricultural Technical Institute,ati.osu.edu/,NA,NA,NA,19976,431,0.2578,0.9142,0.0255,0.0162,0.0046,0,0,0.0186,0,0.0209,NA,22942,Wooster,OH,1,0
Ohio State University-Lima Campus,lima.osu.edu/,NA,NA,NA,19976,656,0.3117,0.7652,0.0595,0.061,0.0427,0,0.0015,0.0427,0,0.0274,0.1441,18404,Lima,OH,1,0
Ohio State University-Mansfield Campus,mansfield.osu.edu/,NA,NA,NA,19976,726,0.3132,0.7135,0.1047,0.0661,0.0372,0,0,0.0565,0.0014,0.0207,0.0739,22206,Mansfield,OH,1,0
Ohio State University-Marion Campus,osumarion.osu.edu/,NA,NA,NA,19976,842,0.2578,0.7375,0.0511,0.0499,0.0831,0.0024,0.0012,0.0439,0.0036,0.0273,0.1037,18369,Marion,OH,1,0
Ohio State University-Newark Campus,newark.osu.edu/,NA,NA,NA,19976,2302,0.3411,0.5773,0.2042,0.0621,0.0752,0.0022,0.0013,0.0526,0.0013,0.0239,0.0558,20875,Newark,OH,1,1
Ohio State Beauty Academy,https://www.ohiostatebeauty.com/,NA,NA,NA,8498,96,0.5333,0.8229,0.0729,0.0104,0.0104,0,0,0.0833,0,0,NA,NA,Lima,OH,0,1
Ohio State College of Barber Styling,www.osbc.edu/,NA,NA,NA,10061,323,0.4583,0.2786,0.5944,0.0279,0,0,0,0.0743,0,0.0248,NA,NA,Columbus,OH,0,1
The Spa School,https://salonschools.ohiostate.edu/,NA,NA,NA,7916,117,0.3649,0.5299,0.265,0.0171,0.0342,0,0.0085,0.094,0,0.0513,NA,NA,Columbus,OH,0,1
Ohio State School of Cosmetology-Canal Winchester,https://salonschools.ohiostate.edu/,NA,NA,NA,9833,50,0.5366,0.62,0.28,0,0.02,0,0,0,0,0.08,NA,NA,CANAL WINCHESTER,OH,0,1
Ohio State University-Main Campus,www.osu.edu/,1407,0.5082,38,19976,44617,0.1945,0.6189,0.0789,0.057,0.0978,5e-4,4e-4,0.0459,0.0707,0.0298,0.8887,29320,Columbus,OH,1,1
Ohio University-Eastern Campus,https://www.ohio.edu/eastern/,NA,NA,NA,21056,305,0.0919,0.8426,0.0262,0.0066,0.0098,0.0066,0,0.0361,0.0098,0.0623,0.178,10263,Saint Clairsville,OH,1,0
Ohio University-Chillicothe Campus,https://www.ohio.edu/chillicothe/,NA,NA,NA,21056,777,0.1618,0.8584,0.0257,0.0257,0.0051,0.0013,0.0013,0.0425,0.0026,0.0373,0.1407,10876,Chillicothe,OH,1,0
Ohio University-Southern Campus,https://www.ohio.edu/southern/,NA,NA,NA,21056,461,0.1226,0.8547,0.0217,0.0043,0,0.0022,0.0022,0.0347,0.0043,0.0759,0.16,10397,Ironton,OH,1,1
Ohio University-Lancaster Campus,https://www.ohio.edu/lancaster/,NA,NA,NA,21056,657,0.0948,0.8584,0.0289,0.0365,0.0015,0.0015,0.0015,0.0365,0.0015,0.0335,0.1188,10267,Lancaster,OH,1,0
Ohio University-Main Campus,https://www.ohio.edu/,1212,0.8476,31,21056,18456,0.2037,0.8184,0.0504,0.0451,0.0156,8e-4,8e-4,0.0396,0.0108,0.0185,0.6784,28529,Athens,OH,1,0
Ohio University-Zanesville Campus,https://www.ohio.edu/zanesville/,NA,NA,NA,21056,526,0.1045,0.8327,0.0323,0.0323,0.0057,0.0038,0.0038,0.0532,0.0019,0.0342,0.1857,10960,Zanesville,OH,1,0
East Ohio College,eastohio.edu/,NA,NA,NA,12000,149,0.7584,0.8121,0.1275,0.0201,0.0067,0,0.0067,0.0201,0,0.0067,NA,22939,East Liverpool,OH,0,0
Trinity Health System School of Nursing,https://trinityson.com/,NA,1,NA,13625,25,0.3721,0.96,0,0,0,0.04,0,0,0,0,NA,15377,Steubenville,OH,0,1
Ohio Wesleyan University,https://www.owu.edu/,1311,0.5067,NA,27000,1450,0.2461,0.7366,0.0717,0.0503,0.0297,0,7e-4,0.0469,0.0538,0.0103,0.6434,66399,Delaware,OH,0,1
Otterbein University,https://www.otterbein.edu/,1220,0.833,30,26000,2055,0.2908,0.6954,0.1114,0.0599,0.038,0.001,0.0058,0.0545,0.0063,0.0277,0.6975,47865,Westerville,OH,0,1
Owens Community College,https://www.owens.edu/,NA,NA,NA,16667,4184,0.2241,0.7,0.1142,0.1104,0.01,0.0031,0.001,0.0399,0.0115,0.0098,NA,14019,Perrysburg,OH,1,1
Paramount Beauty Academy,www.paramountbeautyacademy.com/,NA,NA,NA,9833,53,0.5821,0.9811,0.0189,0,0,0,0,0,0,0,NA,NA,Portsmouth,OH,0,0
Cuyahoga Valley Career Center,www.cvccworks.edu/,NA,NA,NA,12964,90,0.2917,0.4444,0.4556,0.0556,0,0,0,0.0333,0,0.0111,NA,NA,Brecksville,OH,1,1
Pontifical College Josephinum,www.pcj.edu/,NA,0.8333,NA,NA,45,0.0882,0.8444,0.0222,0.1111,0.0222,0,0,0,0,0,0.1875,NA,Columbus,OH,0,1
Professional Skills Institute,www.proskills.edu/,NA,0.7143,NA,17813,402,0.7302,0.2637,0.6343,0.0323,0.01,0.0025,0,0.0547,0,0.0025,NA,25499,Maumee,OH,0,1
Firelands Regional Medical Center School of Nursing,https://www.firelands.com/schoolofnursing,NA,NA,NA,11750,71,0.3824,0.831,0.0563,0.0563,0,0.0141,0,0.0423,0,0,NA,NA,Sandusky,OH,0,1
Rabbinical College Telshe,independentrabbinicalcolleges.org/index.html,NA,0.8056,NA,NA,57,0.3636,1,0,0,0,0,0,0,0,0,0.625,21900,Wickliffe,OH,0,1
Raphael's School of Beauty Culture Inc-Niles,www.raphaelsbeautyschool.edu/,NA,NA,NA,7538,145,0.5935,0.5448,0.3931,0.0276,0,0,0,0.0345,0,0,NA,NA,Niles,OH,0,1
Fortis College-Centerville,https://www.fortiscollege.edu/,NA,NA,NA,13000,460,0.7067,0.5174,0.3913,0.0217,0.0022,0.0109,0,0.0478,0,0.0087,NA,31120,Centerville,OH,0,1
University of Rio Grande,https://www.rio.edu/,NA,NA,NA,17750,795,0.3585,0.6415,0.0478,0.0101,0.0038,0.0025,0.0038,0.0025,0.0818,0.2063,0.2629,33032,Rio Grande,OH,0,0
The Modern College of Design,https://themodern.edu/,NA,0.9183,NA,12000,189,0.4719,0.7619,0.0582,0.0688,0.0106,0,0,0.0635,0,0.037,NA,45336,Kettering,OH,0,1
Shawnee State University,https://www.shawnee.edu/,NA,NA,NA,23000,2300,0.351,0.4987,0.0383,9e-4,0.0083,0.0139,0.2061,0.0161,0.0252,0.1926,0.5051,22190,Portsmouth,OH,1,0
Sinclair Community College,www.sinclair.edu/,NA,NA,NA,12000,12585,0.2661,0.6212,0.1727,0.0538,0.0218,0.0122,0.0014,0.05,0.0265,0.0404,NA,10381,Dayton,OH,1,1
Stark State College,www.starkstate.edu/,NA,NA,NA,13786,5803,0.2706,0.7263,0.1565,0.0143,0.0388,0.0036,0.0016,0.0515,0,0.0074,NA,11165,North Canton,OH,1,1
Stautzenberger College-Maumee,https://www.sctoday.edu/,NA,NA,NA,14302,520,0.7543,0.5038,0.3346,0.0462,0.0019,0.0038,0,0.0346,0,0.075,NA,25129,Maumee,OH,0,1
Franciscan University of Steubenville,www.franciscan.edu/,1218,0.7223,NA,23384,2775,0.2101,0.7387,0.0123,0.1658,0.027,0.0029,0.004,0.0191,0.0097,0.0205,0.717,42955,Steubenville,OH,0,1
Southern State Community College,https://www.sscc.edu/,NA,NA,NA,11457,751,0.208,0.9108,0.0266,0.0133,0.0027,0,0,0.032,0,0.0146,NA,15715,Hillsboro,OH,1,0
Terra State Community College,www.terra.edu/,NA,NA,NA,17500,1120,0.2488,0.7991,0.092,0.025,0.0045,0.0045,9e-4,0.025,0.0036,0.0455,NA,16522,Fremont,OH,1,0
Tiffin Academy of Hair Design,tiffinacademy.com/,NA,NA,NA,NA,46,0.8125,0.913,0.0217,0.0652,0,0,0,0,0,0,NA,NA,Tiffin,OH,0,0
Tiffin University,www.tiffin.edu/,989,0.7977,NA,27000,1938,0.3553,0.5217,0.1692,0.0093,0.0201,0.0015,5e-4,0.0356,0.0583,0.1837,0.4561,45150,Tiffin,OH,0,0
University of Toledo,www.utoledo.edu/,1209,0.9483,31,22250,10244,0.257,0.6584,0.0971,0.0639,0.0346,0.0011,8e-4,0.0384,0.0825,0.0232,0.5791,26190,Toledo,OH,1,1
Tri-State Bible College,https://tsbc.edu/,NA,NA,NA,NA,14,0.5238,0.8571,0.1429,0,0,0,0,0,0,0,NA,NA,South Point,OH,0,1
Tri-County Adult Career Center,www.tricountyhightech.com/,NA,NA,NA,NA,24,0.1412,0.8333,0.0833,0,0,0,0,0.0833,0,0,NA,NA,Nelsonville,OH,1,0
Tri-Rivers Career Center,www.tririvers.com/,NA,NA,NA,10665,162,0.227,0.8395,0.037,0.0432,0.0123,0,0,0.0432,0,0.0247,NA,NA,Marion,OH,1,0
Upper Valley Career Center,https://www.uppervalleycc.org/o/adult-division,NA,NA,NA,8793,113,0.5752,0.7522,0.1593,0.0354,0.0177,0,0,0.0354,0,0,NA,NA,Piqua,OH,1,0
Ursuline College,www.ursuline.edu/,1140,0.8401,29,26250,630,0.3904,0.4968,0.2794,0.019,0.0333,0.0032,0.0048,0.0873,0.0444,0.0317,0.4912,49537,Pepper Pike,OH,0,1
The North Coast College,https://www.thencc.edu/,NA,NA,NA,42785,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,Lakewood,OH,0,1
Walsh University,https://www.walsh.edu/,1210,0.7818,NA,27000,1294,0.233,0.5966,0.0572,0.0317,0.0155,8e-4,0,0.0317,0.0981,0.1685,0.6856,45817,North Canton,OH,0,1
Washington State Community College,www.wscc.edu/,NA,NA,NA,11000,1002,0.2716,0.9032,0.017,0.013,0.002,0.006,0,0.021,0,0.0379,NA,13539,Marietta,OH,1,0
Wilberforce University,www.wilberforce.edu/,980,0.5273,NA,26468,602,0.7436,0.005,0.7924,0.0017,0,0,0,0,0,0.201,0.2,23450,Wilberforce,OH,0,0
Wilmington College,https://www.wilmington.edu/,1042,0.846,NA,24208,924,0.3734,0.7543,0.079,0.0346,0.0043,0.0043,0.0054,0.0411,0.0152,0.0617,0.5307,41751,Wilmington,OH,0,0
Wittenberg University,www.wittenberg.edu/,1153,0.9104,NA,27000,1269,0.2941,0.725,0.1056,0.0536,0.011,0.0016,0,0.0623,0.0071,0.0339,0.6504,56353,Springfield,OH,0,1
The College of Wooster,https://wooster.edu/,1370,0.5432,36,26500,1876,0.1952,0.6071,0.0912,0.0645,0.0416,5e-4,0.0011,0.0384,0.1418,0.0139,0.7686,73075,Wooster,OH,0,0
Wright State University-Main Campus,www.wright.edu/,1086,0.9515,28,22750,6330,0.3276,0.7082,0.1175,0.0422,0.03,0.0017,5e-4,0.0627,0.0267,0.0104,0.4519,23255,Dayton,OH,1,1
Wright State University-Lake Campus,https://lake.wright.edu/,NA,NA,29,22750,984,0.1584,0.877,0.0488,0.0234,0.0102,0.001,0.001,0.0346,0.002,0.002,0.3396,17116,Celina,OH,1,0
Xavier University,https://www.xavier.edu/,1224,0.8773,NA,23250,4723,0.1449,0.7292,0.1247,0.062,0.0205,6e-4,4e-4,0.0366,0.0131,0.0127,0.7581,62293,Cincinnati,OH,0,1
Youngstown State University,https://ysu.edu/,1055,0.8032,NA,24000,7340,0.3319,0.7162,0.0741,0.0465,0.0168,0.0016,1e-4,0.0369,0.0677,0.0401,0.5008,20028,Youngstown,OH,1,1
Bacone College,www.bacone.edu/,NA,NA,NA,26187,106,0.5296,0.0849,0.1226,0.0755,0,0.5377,0,0.066,0.0189,0.0943,0.0652,30407,Muskogee,OK,0,0
Oklahoma Wesleyan University,www.okwu.edu/,NA,0.7703,NA,24813,663,0.3934,0.5505,0.0769,0.1071,0.0151,0.0528,0.003,0.0875,0.0694,0.0377,0.3333,43617,Bartlesville,OK,0,0
Southern Nazarene University,https://www.snu.edu/,NA,NA,NA,21900,1459,0.4544,0.5024,0.1371,0.1775,0.0137,0.0446,0.0062,0.085,0.024,0.0096,0.4783,41972,Bethany,OK,0,1
Pontotoc Technology Center,www.pontotoctech.edu/,NA,NA,NA,NA,68,0.1344,0.3676,0.0147,0.0441,0,0.2794,0,0.2941,0,0,NA,NA,Ada,OK,1,0
Cameron University,https://www.cameron.edu/,NA,NA,NA,21500,2534,0.4124,0.4672,0.1046,0.1697,0.0221,0.0533,0.0055,0.1081,0.0284,0.041,0.3582,18742,Lawton,OK,1,1
Carl Albert State College,https://www.carlalbert.edu/,NA,NA,NA,9362,1215,0.4853,0.4971,0.0198,0.107,0.0107,0.1868,8e-4,0.1481,0,0.0296,NA,14477,Poteau,OK,1,0
Central Oklahoma College,centraloc.edu/,NA,NA,NA,7883,467,0.6995,0.3576,0.2912,0.1606,0.015,0.0321,0,0.1028,0.0021,0.0385,NA,NA,Oklahoma City,OK,0,1
University of Central Oklahoma,https://www.uco.edu/,1050,0.8176,NA,21000,10132,0.3546,0.5192,0.0823,0.1527,0.0469,0.0366,0.0012,0.1174,0.0309,0.0128,0.3899,25913,Edmond,OK,1,1
Connors State College,connorsstate.edu/,NA,NA,NA,11500,1672,0.4739,0.4211,0.052,0.0161,0.0054,0.1657,0.0012,0.2799,0.0478,0.0108,NA,18630,Warner,OK,1,0
East Central University,https://www.ecok.edu/,1019,0.6555,NA,17671,2157,0.3982,0.5063,0.0858,0.0779,0.0593,0.1905,0.0028,0.0241,0.007,0.0464,0.3185,17559,Ada,OK,1,0
Eastern Oklahoma State College,www.eosc.edu/,NA,NA,NA,11900,950,0.4176,0.5526,0.0621,0.0568,0.0063,0.2789,0.0011,0.0042,0,0.0379,NA,18166,Wilburton,OK,1,0
Redlands Community College,www.redlandscc.edu/,NA,NA,NA,6750,857,0.2179,0.5834,0.0712,0.1529,0.0082,0.0933,0.0023,0.0782,0,0.0105,NA,15366,El Reno,OK,1,0
Formations Institute,www.formationsinstitute.edu/,NA,NA,NA,NA,48,0.5965,0.4583,0.1458,0.2917,0,0,0,0.1042,0,0,NA,NA,Enid,OK,0,1
Eves College of Hairstyling,www.eliteacademyok.com/,NA,NA,NA,7147,83,0.7293,0.3253,0.1928,0.1446,0.012,0.0964,0.012,0.2048,0,0.012,NA,NA,Lawton,OK,0,1
Randall University,www.ru.edu/,1020,0.4481,NA,22626,262,0.3941,0.4198,0.0382,0.271,0.0038,0.0649,0,0.0992,0.0725,0.0305,0.1778,28287,Moore,OK,0,1
Langston University,www.langston.edu/,NA,NA,NA,26000,1743,0.6843,0.0373,0.7613,0.0465,0.0029,0.0631,0.0011,0.0327,0.0402,0.0149,0.3045,21012,Langston,OK,1,0
Murray State College,https://www.mscok.edu/,NA,NA,NA,13387,1517,0.2866,0.6374,0.029,0.1325,0.0046,0.0382,0.0046,0.147,0,0.0066,NA,22189,Tishomingo,OK,1,0
Spartan College of Aeronautics and Technology,www.spartan.edu/,NA,NA,NA,16750,744,0.1268,0.4798,0.0914,0.086,0.0255,0.0605,0.0081,0.0578,0.0349,0.1559,0.3494,37463,Tulsa,OK,0,1
Northeastern State University,https://www.nsuok.edu/,1050,0.9921,NA,17367,4636,0.4243,0.4411,0.0481,0.0809,0.0255,0.2211,0.0011,0.1486,0.016,0.0177,0.4169,19274,Tahlequah,OK,1,0
Northern Oklahoma College,www.noc.edu/,NA,NA,NA,11000,1865,0.2993,0.5866,0.0499,0.126,0.0123,0.1421,0.0107,0.0257,0.0139,0.0327,NA,14956,Tonkawa,OK,1,0
Northeastern Oklahoma A&M College,www.neo.edu/,NA,NA,NA,11000,1583,0.5172,0.4681,0.1301,0.0985,0.0038,0.1611,0.0019,0.1011,0.0335,0.0019,NA,18065,Miami,OK,1,0
Northwestern Oklahoma State University,www.nwosu.edu/,1015,0.6643,NA,17355,1468,0.4068,0.6022,0.079,0.1574,0.0075,0.0824,0.0027,0.03,0.015,0.0238,0.3121,20993,Alva,OK,1,0
Oklahoma Christian University,www.oc.edu/,1117,0.9707,28,26000,1897,0.3015,0.6162,0.1281,0.1065,0.0279,0.0269,5e-4,0.0854,0,0.0084,0.5695,38029,Edmond,OK,0,1
University of Oklahoma-Health Sciences Center,ouhsc.edu/,NA,NA,NA,20654,1143,0,0.608,0.0481,0.1172,0.077,0.0394,9e-4,0.0087,0.0052,0.0954,NA,NA,Oklahoma City,OK,1,1
Oklahoma Panhandle State University,www.opsu.edu/,NA,NA,NA,12500,997,0.4356,0.4945,0.1274,0.2187,0.007,0.0632,0,0.0261,0.0572,0.006,0.3711,14356,Goodwell,OK,1,0
Oklahoma State University-Main Campus,www.okstate.edu/,1145,0.7093,NA,20500,20814,0.2604,0.6647,0.0424,0.0969,0.0213,0.0479,0.0014,0.1084,0.0157,0.0013,0.6708,25915,Stillwater,OK,1,0
Oklahoma State University-Oklahoma City,www.osuokc.edu/,NA,NA,NA,14250,3424,0.3009,0.5298,0.1127,0.1951,0.0234,0.045,9e-4,0.0859,0,0.0073,NA,12096,Oklahoma City,OK,1,1
Oklahoma Baptist University,https://www.okbu.edu/,1173,0.5568,NA,24801,1292,0.3068,0.6277,0.0681,0.0201,0.0124,0.0658,8e-4,0.1672,0.0132,0.0248,0.5423,46950,Shawnee,OK,0,0
Oklahoma City Community College,www.occc.edu/,NA,NA,NA,10388,9578,0.2783,0.419,0.1089,0.2356,0.0518,0.0406,0.0019,0.0744,0.0174,0.0503,NA,11439,Oklahoma City,OK,1,1
Oklahoma City University,www.okcu.edu/,1150,0.7039,31,20835,1433,0.2256,0.626,0.0628,0.1298,0.0258,0.0167,0.0014,0.083,0.0482,0.0063,0.65,46144,Oklahoma City,OK,0,1
University of Oklahoma-Norman Campus,www.ou.edu/,1239,0.7654,NA,20654,21496,0.2376,0.5652,0.0488,0.1421,0.0709,0.0334,7e-4,0.0993,0.0264,0.0132,0.7735,28833,Norman,OK,1,1
Oklahoma State University Institute of Technology,https://osuit.edu/,NA,NA,NA,11334,2131,0.4005,0.5542,0.0455,0.091,0.0117,0.1323,0.0019,0.1534,0.0075,0.0023,NA,16778,Okmulgee,OK,1,0
Oral Roberts University,https://oru.edu/,1183,0.986,NA,27000,3322,0.3353,0.3573,0.1309,0.1613,0.0427,0.0241,0,0.0421,0.1779,0.0635,0.6061,47367,Tulsa,OK,0,1
Rogers State University,https://www.rsu.edu/,NA,NA,NA,20500,2552,0.3782,0.4765,0.0368,0.0835,0.0216,0.1936,0.0016,0.134,0.0286,0.0239,0.3867,21023,Claremore,OK,1,0
Rose State College,https://www.rose.edu/,NA,NA,NA,10453,4546,0.2885,0.4197,0.1353,0.1366,0.0183,0.0403,0.0026,0.1192,4e-4,0.1276,NA,17151,Midwest City,OK,1,1
Jenks Beauty College,https://jenksbeautycollege.edu/,NA,NA,NA,5852,167,0.5287,0.4431,0.1437,0.1737,0.0479,0.1198,0.006,0.0479,0.006,0.012,NA,NA,Jenks,OK,0,1
University of Science and Arts of Oklahoma,https://usao.edu/,1143,0.5577,NA,21750,896,0.4703,0.6328,0.0435,0.0391,0.01,0.0525,0,0.1105,0.0737,0.0379,0.3922,21258,Chickasha,OK,1,0
Seminole State College,www.sscok.edu/,NA,NA,NA,11000,1076,0.3604,0.539,0.052,0.0697,0.0056,0.289,0.0037,0.0149,0.0139,0.0121,NA,22868,Seminole,OK,1,0
Southern School of Beauty Inc,www.southernschoolbeauty.com/,NA,NA,NA,NA,22,0.8,0.7727,0,0.0909,0,0.1364,0,0,0,0,NA,NA,Durant,OK,0,0
Southeastern Oklahoma State University,www.se.edu/,1084,0.8034,NA,17000,3031,0.401,0.5061,0.0584,0.0947,0.0079,0.1241,7e-4,0.1881,0.0191,0.001,0.3371,17393,Durant,OK,1,0
Southwestern Christian University,www.swcu.edu/,NA,NA,NA,20715,351,0.4109,0.4501,0.1311,0.0883,0.0114,0.0798,0.0028,0.0684,0.1481,0.0199,0.2321,32625,Bethany,OK,0,1
Southwestern Oklahoma State University,https://www.swosu.edu/,1050,1,NA,15954,3469,0.3846,0.6201,0.051,0.1444,0.0104,0.0392,9e-4,0.1003,0.0167,0.017,0.4396,22973,Weatherford,OK,1,0
Tulsa Community College,www.tulsacc.edu/,NA,NA,NA,12223,11397,0.3572,0.4549,0.0832,0.1618,0.0462,0.0667,0.002,0.1199,0.0268,0.0386,NA,12522,Tulsa,OK,1,1
Tulsa Welding School-Tulsa,https://www.tws.edu/,NA,NA,NA,9500,934,0.6761,0.4358,0.1595,0.1852,0.0182,0.1916,0.0043,0.0011,0,0.0043,NA,NA,Tulsa,OK,0,1
University of Tulsa,https://utulsa.edu/,1325,0.5799,NA,21500,2447,0.2614,0.4888,0.0776,0.1291,0.0793,0.0302,0.0016,0.0944,0.0454,0.0535,0.7397,63093,Tulsa,OK,0,1
Western Oklahoma State College,www.wosc.edu/,NA,NA,NA,9500,774,0.3318,0.4612,0.0814,0.2377,0.0065,0.0168,0.0013,0.1034,0.0543,0.0375,NA,16367,Altus,OK,1,0
Formations Institute of Cosmetology & Barbering,formationsinstitute.edu/,NA,NA,NA,NA,31,0.6567,0.7097,0.0323,0.1935,0,0.0323,0,0.0323,0,0,NA,NA,Woodward,OK,0,0
