INSTNM,UGDS,UGDS_MEN,UGDS_WOMEN,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PCTPELL
Saint Louis Community College,11174,0.3328,0.6672,0.4794,0.3382,0.0566,0.0429,0.0027,0.001,0.0525,0.015,0.0117,0.2943
Southwest Baptist University,1339,0.3779,0.6221,0.7595,0.065,0.0358,0.0134,0.0052,0,0.0336,0.0224,0.065,0.3513
Missouri State University-West Plains,860,0.3047,0.6953,0.8698,0.0326,0.0314,0.0058,0.0093,0,0.0302,0.007,0.014,0.2652
St Louis College of Health Careers-St Louis,108,0.0278,0.9722,0.037,0.9167,0.0185,0,0.0185,0,0.0093,0,0,0.7958
State Fair Community College,2475,0.3422,0.6578,0.7733,0.044,0.1034,0.0089,0.0053,0.0044,0.0505,0.0089,0.0012,0.3335
Stephens College,353,0.0397,0.9603,0.5666,0.1048,0.0085,0.0113,0.0057,0,0.0822,0.0142,0.2068,0.4171
Southeast Missouri State University,6588,0.4065,0.5935,0.75,0.0845,0.0319,0.0085,0.002,3e-4,0.034,0.0477,0.0411,0.2942
Missouri State University-Springfield,13407,0.3908,0.6092,0.7902,0.0351,0.0535,0.0195,0.0038,0.0013,0.0403,0.0294,0.0269,0.2134
Three Rivers College,1909,0.3012,0.6988,0.7517,0.1137,0.0367,0.0052,0.0031,0.0021,0,0.0042,0.0833,0.4691
North Central Missouri College,1198,0.2321,0.7679,0.8689,0.0367,0.0067,0.0075,0.0017,8e-4,0.0401,0.0159,0.0217,0.3358
Washington University in St Louis,7897,0.4607,0.5393,0.4147,0.0891,0.1256,0.2115,0.001,6e-4,0.0629,0.0821,0.0124,0.1589
Webster University,2180,0.4179,0.5821,0.6106,0.1468,0.0642,0.028,0.0014,0.0014,0.0495,0.0706,0.0275,0.2804
Westminster College,592,0.5557,0.4443,0.8007,0.0659,0.0507,0.0051,0.0051,0.0017,0.0422,0.022,0.0068,0.3967
William Jewell College,868,0.53,0.47,0.6221,0.0887,0.1175,0.0138,0.0115,0.0035,0.068,0.0472,0.0276,0.2791
William Woods University,1061,0.3638,0.6362,0.5919,0.1169,0.0829,0.0132,0.0094,0.0028,0.0415,0.032,0.1093,0.3034
Academy of Cosmetology Inc,35,0.0286,0.9714,0.9143,0.0286,0.0286,0,0,0,0.0286,0,0,0.3696
Blackfeet Community College,240,0.3167,0.6833,0.0667,0,0.0042,0,0.9292,0,0,0,0,0.7982
Butte Academy of Beauty Culture,13,0.0769,0.9231,1,0,0,0,0,0,0,0,0,0.3778
Highlands College of Montana Tech,343,0.6356,0.3644,0.793,0.0029,0.0496,0.0175,0.0292,0,0.0554,0,0.0525,0.1557
Crevier's Academy of Cosmetology Arts,62,0.0323,0.9677,0.8387,0,0.0484,0,0.0968,0,0.0161,0,0,0.211
Carroll College,1052,0.4202,0.5798,0.7842,0.0057,0.0751,0.0105,0.0048,0.0019,0.0599,0,0.058,0.1804
Dawson Community College,226,0.5354,0.4646,0.6504,0.0398,0.0708,0.0044,0.0708,0.0044,0.0442,0.1018,0.0133,0.2684
Chief Dull Knife College,226,0.2566,0.7434,0.0531,0,0,0,0.9469,0,0,0,0,0.3077
Montana State University Billings,2710,0.3638,0.6362,0.755,0.0074,0.0782,0.0107,0.0524,0.0011,0.059,0.0244,0.0118,0.2647
Flathead Valley Community College,1169,0.4003,0.5997,0.7844,0.006,0.0445,0.0163,0.0265,9e-4,0.0402,0.0163,0.065,0.1647
Aaniiih Nakoda College,108,0.463,0.537,0.0648,0,0,0,0.9352,0,0,0,0,0.5346
Fort Peck Community College,426,0.3216,0.6784,0.1385,0.007,0.007,0.007,0.838,0,0,0,0.0023,0.208
Great Falls College Montana State University,828,0.2597,0.7403,0.7536,0.006,0.0592,0.0133,0.058,0.0024,0.1014,0,0.006,0.3003
University of Providence,527,0.3966,0.6034,0.7438,0.0493,0.038,0.0398,0.0285,0.0228,0,0.0569,0.0209,0.3103
Helena College University of Montana,641,0.3885,0.6115,0.7691,0.0078,0.0546,0.0062,0.0203,0,0.0733,0,0.0686,0.1856
Little Big Horn College,339,0.2979,0.7021,0.0147,0,0.0029,0,0.9794,0,0.0029,0,0,0.3597
Miles Community College,353,0.2918,0.7082,0.7592,0.0227,0.034,0.0028,0.0283,0.0227,0.0368,0.0227,0.0708,0.2367
Montana Technological University,1428,0.6296,0.3704,0.8151,0.0126,0.0476,0.0126,0.0161,0,0.0294,0.014,0.0525,0.2136
Montana State University,14472,0.5403,0.4597,0.8427,0.0044,0.0576,0.0104,0.0144,7e-4,0.0554,0.0077,0.0067,0.1673
The University of Montana,7079,0.4276,0.5724,0.7046,0.0072,0.0612,0.013,0.0342,6e-4,0.1468,0.0076,0.0249,0.2751
Montana State University-Northern,787,0.5947,0.4053,0.6861,0.0191,0.0534,0.0025,0.197,0,0.0343,0,0.0076,0.297
Rocky Mountain College,790,0.5114,0.4886,0.719,0.0481,0.0747,0.0025,0.0266,0.0025,0.0684,0.057,0.0013,0.3172
Salish Kootenai College,568,0.3363,0.6637,0.2623,0.0018,0.0739,0.0018,0.6391,0.0106,0.0018,0,0.0088,0.5804
The University of Montana-Western,1271,0.347,0.653,0.8096,0.0094,0.0448,0.0055,0.059,0.0071,0.0511,0,0.0134,0.3539
Bellevue University,10426,0.4708,0.5292,0.4998,0.1635,0.152,0.033,0.0073,0.0032,0.0333,3e-4,0.1076,0.2891
Clarkson College,611,0.1555,0.8445,0.6514,0.0851,0.0507,0.0393,0.0016,0.0033,0.1571,0,0.0115,0.3043
Bryan College of Health Sciences,534,0.0674,0.9326,0.8371,0.015,0.0824,0.0187,0,0,0.0262,0,0.0206,0.2124
Central Community College,3206,0.4102,0.5898,0.6173,0.0371,0.3175,0.0106,0.0119,0.0037,0.0019,0,0,0.1902
Chadron State College,1634,0.3635,0.6365,0.7632,0.0379,0.1175,0.0049,0.0153,0.0018,0.0416,0.0122,0.0055,0.3587
College of Hair Design-Downtown,72,0.7639,0.2361,0.2083,0.1806,0.3611,0.0556,0.0139,0,0.125,0,0.0556,0.5534
Concordia University-Nebraska,1270,0.4866,0.5134,0.7276,0.0197,0.0543,0.0047,0.0031,0,0.0299,0.0575,0.1031,0.1136
Creighton University,4231,0.4188,0.5812,0.6883,0.0253,0.1004,0.0848,0.0024,0.0017,0.0671,0.0201,0.0099,0.0524
Doane University,981,0.5433,0.4567,0.6799,0.0418,0.1019,0.0102,0.0061,0.0031,0.0347,0.0428,0.0795,0.2801
Hastings College,957,0.4869,0.5131,0.6437,0.0564,0.1181,0.0136,0.0146,0,0.0178,0.0627,0.0731,0.2894
CHI Health School of Radiologic Technology,25,0.12,0.88,0.68,0,0.24,0.04,0,0,0.04,0,0,0.125
Joseph's College Cosmetology,98,0.0306,0.9694,0.7449,0.0102,0.1633,0.0102,0,0,0.0612,0,0.0102,0.6159
University of Nebraska at Kearney,4130,0.3705,0.6295,0.7332,0.0274,0.1521,0.0077,0.0019,0.0022,0.0262,0.0448,0.0046,0.3354
Nebraska Methodist College of Nursing & Allied Health,752,0.1117,0.8883,0.742,0.0652,0.0944,0.0332,0.0066,0.004,0.0173,0,0.0372,0.323
Metropolitan Community College Area,7629,0.4879,0.5121,0.4719,0.1157,0.1909,0.0312,0.0045,0.0017,0.0519,0.0126,0.1197,0.1993
Mid-Plains Community College,923,0.416,0.584,0.7324,0.0303,0.1073,0.0065,0.0076,0.0011,0.0347,0.0715,0.0087,0.1771
Midland University,1191,0.5172,0.4828,0.5701,0.0756,0.1612,0.0168,0,0,0.0218,0.0798,0.0747,0.2806
University of Nebraska at Omaha,11573,0.4401,0.5599,0.606,0.0766,0.1721,0.0535,0.0034,0.001,0.0499,0.031,0.0065,0.331
Nebraska Indian Community College,330,0.2636,0.7364,0.0909,0,0.0212,0.0061,0.8818,0,0,0,0,0.2954
University of Nebraska Medical Center,861,0.1359,0.8641,0.7747,0.0221,0.1231,0.029,0,0,0.0348,0.0128,0.0035,0.2212
Nebraska Wesleyan University,1514,0.4723,0.5277,0.7417,0.041,0.1077,0.0231,0.004,7e-4,0.0416,0.0251,0.0152,0.296
University of Nebraska-Lincoln,18887,0.4965,0.5035,0.7608,0.0292,0.0909,0.0403,0.0022,7e-4,0.0367,0.0304,0.0088,0.2217
Northeast Community College,2464,0.4716,0.5284,0.7293,0.0138,0.1631,0.0065,0.0101,4e-4,0.0231,0.0381,0.0154,0.1659
Peru State College,1141,0.4119,0.5881,0.7125,0.1183,0.0911,0.0061,0.0079,9e-4,0.0438,0.0149,0.0044,0.3376
Summit Christian College,17,0.5294,0.4706,0.9412,0,0.0588,0,0,0,0,0,0,0.3636
College of Saint Mary,455,0,1,0.5692,0.0923,0.2264,0.022,0.0044,0.0044,0.0308,0.022,0.0286,0.3692
Southeast Community College Area,6235,0.4897,0.5103,0.7068,0.0582,0.1301,0.035,0.0047,0.0019,0.0622,0,0.0011,0.211
Union Adventist University,439,0.4077,0.5923,0.4829,0.0683,0.2551,0.0524,0.0023,0.0114,0.0342,0.0866,0.0068,0.2438
Nebraska College of Technical Agriculture,228,0.3114,0.6886,0.9123,0.0044,0.0614,0,0,0,0.0088,0.0044,0.0088,0.3366
Wayne State College,3041,0.4258,0.5742,0.777,0.0296,0.0993,0.0082,0.0072,3e-4,0.0283,0.047,0.003,0.2658
Western Nebraska Community College,948,0.3808,0.6192,0.5485,0.0295,0.2711,0.0137,0.0222,0.0011,0,0.0865,0.0274,0.2476
York University,443,0.4944,0.5056,0.5395,0.1084,0.1964,0.0023,0.0113,0.0023,0,0.1129,0.0271,0.4374
Academy of Hair Design-Las Vegas,213,0.0376,0.9624,0.2676,0.1737,0.4366,0.0329,0.0094,0.0141,0.0563,0.0047,0.0047,0.5956
College of Southern Nevada,27790,0.4358,0.5642,0.2471,0.1051,0.4117,0.0911,0.0039,0.01,0.0781,0.0056,0.0475,0.2957
Las Vegas College,545,0.1835,0.8165,0.1835,0.222,0.2642,0.1761,0.0037,0.0312,0.0349,0,0.0844,0.5016
University of Nevada-Las Vegas,24131,0.4435,0.5565,0.2252,0.091,0.3527,0.1578,0.0027,0.0077,0.1414,0.0169,0.0047,0.4026
University of Nevada-Reno,15723,0.4694,0.5306,0.5119,0.0326,0.2479,0.0805,0.0065,0.0043,0.0918,0.0085,0.016,0.2409
Great Basin College,1855,0.338,0.662,0.5817,0.0383,0.2539,0.0183,0.034,0.0086,0.0334,5e-4,0.0313,0.203
Truckee Meadows Community College,6752,0.4559,0.5441,0.4562,0.0224,0.3805,0.0547,0.013,0.0056,0.0511,0.0077,0.0089,0.149
Western Nevada College,1967,0.4194,0.5806,0.5165,0.0244,0.3122,0.0239,0.0234,0.0046,0.059,0,0.0361,0.1845
Colby-Sawyer College,778,0.2815,0.7185,0.7841,0.0424,0.0296,0.0103,0.0013,0,0.0116,0.0141,0.1067,0.2298
Dartmouth College,4367,0.5111,0.4889,0.4637,0.0623,0.0946,0.1399,0.0108,0,0.0705,0.1381,0.0202,0.1483
Empire Beauty School-Laconia,82,0.0122,0.9878,0.9512,0.0244,0.0122,0.0122,0,0,0,0,0,0.2989
Empire Beauty School-Somersworth,168,0.0714,0.9286,0.875,0.006,0.0476,0.0357,0.0119,0.006,0.0119,0,0.006,0.2412
Franklin Pierce University,1055,0.5137,0.4863,0.7024,0.0787,0.0976,0.0133,0.0047,9e-4,0.0265,0.0445,0.0313,0.2716
Keene Beauty Academy,93,0.0215,0.9785,0.4731,0,0,0,0,0,0,0,0.5269,0.4776
Magdalen College,58,0.431,0.569,1,0,0,0,0,0,0,0,0,0.4576
New England College,980,0.4194,0.5806,0.5459,0.0908,0.1082,0.0194,0.0061,0.0031,0.0204,0.0337,0.1724,0.419
Southern New Hampshire University,156755,0.3673,0.6327,0.5164,0.1806,0.1443,0.0216,0.0061,0.0038,0.0382,0.0054,0.0837,0.469
New Hampshire Institute for Therapeutic Arts,24,0.1667,0.8333,0.7083,0.0833,0.1667,0.0417,0,0,0,0,0,0.2391
University of New Hampshire-Main Campus,11230,0.4364,0.5636,0.857,0.0075,0.0413,0.0263,4e-4,2e-4,0.0249,0.0107,0.0317,0.1773
Keene State College,2680,0.4698,0.5302,0.8478,0.0187,0.0493,0.0134,0.0034,4e-4,0.031,0.0022,0.034,0.2371
University of New Hampshire at Manchester,486,0.5309,0.4691,0.6667,0.0453,0.0967,0.0617,0.0041,0,0.0391,0.0041,0.0823,0.32
Plymouth State University,3298,0.5218,0.4782,0.7878,0.0194,0.0528,0.0127,0.0024,0,0.0628,0.0161,0.0461,0.2563
NHTI-Concord's Community College,2186,0.3413,0.6587,0.7228,0.0435,0.097,0.0284,0.0055,9e-4,0.0325,0,0.0695,0.2777
White Mountains Community College,430,0.3814,0.6186,0.7814,0.014,0.0558,0.0116,0.007,0,0.0326,0,0.0977,0.3556
River Valley Community College,610,0.2098,0.7902,0.8016,0.0279,0.0639,0.018,0.0049,0,0.0328,0,0.0508,0.3237
Lakes Region Community College,493,0.5578,0.4422,0.7992,0.0081,0.0649,0.0101,0.0061,0,0.0223,0,0.0892,0.2822
Manchester Community College,1610,0.495,0.505,0.664,0.0559,0.1348,0.0435,0.0068,6e-4,0.0354,0,0.059,0.253
Nashua Community College,1039,0.4697,0.5303,0.5929,0.0577,0.232,0.0395,0.0029,0.0029,0.0308,0,0.0414,0.2514
Great Bay Community College,1262,0.4176,0.5824,0.7544,0.0246,0.08,0.0444,0.0055,0.0032,0.0317,0,0.0563,0.2636
Paul Mitchell the School-Portsmouth,61,0.0656,0.9344,0.9672,0,0.0164,0,0,0,0.0164,0,0,0.2427
Rivier University,1312,0.2698,0.7302,0.7172,0.1113,0.045,0.0404,0.0061,0.0053,0.0297,0,0.045,0.2731
Saint Anselm College,2032,0.4154,0.5846,0.8706,0.0148,0.0453,0.0074,0.0015,5e-4,0.0261,0.0069,0.0271,0.1052
St Joseph School of Nursing,89,0.191,0.809,0.5955,0.2697,0.0674,0.0225,0,0,0.0449,0,0,0.1185
University of New Hampshire College of Professional Studies Online,1019,0.3003,0.6997,0.8312,0.0285,0.0667,0.0226,0.002,0.001,0.0216,0.0039,0.0226,0.3188
Thomas More College of Liberal Arts,95,0.4947,0.5053,0.7368,0,0.0632,0.0211,0.0105,0,0.0421,0.0211,0.1053,0.5053
Eastwick College-Hackensack,874,0.0847,0.9153,0.4062,0.2712,0.2746,0.0183,0.0057,0.0137,0,0.0103,0,0.7633
Assumption College for Sisters,35,0,1,0.1714,0,0.0857,0.2286,0,0,0,0.5143,0,0
Atlantic Cape Community College,3860,0.3697,0.6303,0.414,0.1365,0.2909,0.0588,0.0023,0.0018,0.0409,0.0176,0.037,0.4981
Fortis Institute-Wayne,404,0.4728,0.5272,0.1287,0.2203,0.5495,0.0347,0,0,0.0297,0,0.0371,0.7259
Bergen Community College,10597,0.4657,0.5343,0.2675,0.0752,0.4301,0.0875,0.0016,0.0023,0.0167,0.0516,0.0675,0.3429
Berkeley College-Woodland Park,1798,0.2308,0.7692,0.0706,0.1201,0.4116,0.0128,0.0011,6e-4,0.0083,0.0056,0.3693,0.5957
Beth Medrash Govoha,3532,1,0,0.9779,0,0.0017,0,0,0,0,0.0204,0,0.7274
Bloomfield College,901,0.4029,0.5971,0.0777,0.4839,0.3163,0.0355,0.0067,0.0011,0.0011,0.0344,0.0433,0.6892
Brookdale Community College,7898,0.4764,0.5236,0.5367,0.0858,0.2437,0.0377,0.0019,0.0016,0.0298,0.0258,0.0368,0.2339
Rowan College at Burlington County,6174,0.3993,0.6007,0.5032,0.1921,0.1676,0.0515,0.0018,0.0016,0.0434,0.0165,0.0222,0.2862
Caldwell University,1437,0.4057,0.5943,0.2303,0.183,0.30620000000000003,0.0355,0,0,0.0111,0.167,0.0668,0.4592
Camden County College,6555,0.385,0.615,0.3329,0.2043,0.2972,0.0471,0.005,0.0021,0.0325,0.0392,0.0397,0.3906
Centenary University,934,0.3854,0.6146,0.6274,0.0771,0.1991,0.0171,0.0021,0,0,0.0011,0.076,0.3772
Adult and Continuing Education-BCTS,54,0.9259,0.0741,0.4259,0.1667,0.3704,0.037,0,0,0,0,0,0.3538
Lincoln Technical Institute-Iselin,586,0.2048,0.7952,0.087,0.4727,0.3532,0.029,0.0034,0.0017,0.0256,0.0034,0.0239,0.6157
American Institute-Clifton,735,0.1986,0.8014,0.0667,0.2082,0.6571,0.0109,0.0041,0.0014,0.0286,0,0.0231,0.8537
County College of Morris,5315,0.5313,0.4687,0.4453,0.0593,0.2967,0.0549,0.0028,9e-4,0.0286,0.0213,0.0901,0.2393
Rowan College of South Jersey-Cumberland Campus,2077,0.3351,0.6649,0.3519,0.1444,0.3938,0.0236,0.0029,5e-4,0.0438,0,0.039,0.3883
Drew University,1510,0.443,0.557,0.5914,0.1026,0.0503,0.0377,0.0046,0.0013,0.0338,0.1086,0.0695,0.2723
Lincoln Technical Institute-South Plainfield,324,0.9352,0.0648,0.3796,0.1914,0.3488,0.0123,0,0,0.0556,0,0.0123,0.5472
Essex County College,5643,0.3982,0.6018,0.0556,0.4533,0.2855,0.0268,0.0023,7e-4,0.0142,0.12,0.0416,0.5087
Empire Beauty School-Union,113,0.0885,0.9115,0.0177,0.4956,0.2655,0.0088,0,0,0,0,0.2124,0.497
Fairleigh Dickinson University-Metropolitan Campus,2578,0.4833,0.5167,0.2095,0.1125,0.3456,0.0516,0.0019,4e-4,0.019,0.1051,0.1544,0.2151
Felician University,1754,0.2925,0.7075,0.2332,0.187,0.4208,0.0536,0.0023,0.0017,0.0251,0.0542,0.0222,0.5155
Fairleigh Dickinson University-Florham Campus,1958,0.4637,0.5363,0.4959,0.1124,0.2671,0.0495,0.001,5e-4,0.0322,0.0046,0.0368,0.3492
Hohokus School of Trade and Technical Sciences,134,0.9701,0.0299,0.194,0.1866,0.5821,0.0373,0,0,0,0,0,0.6507
Georgian Court University,1174,0.2785,0.7215,0.546,0.0971,0.1593,0.0145,0.0051,0.0017,0.0358,0.0358,0.1048,0.3025
Rowan University,14647,0.5165,0.4835,0.6198,0.1108,0.1419,0.0604,0.001,7e-4,0.0395,0.0183,0.0076,0.3129
Rowan College of South Jersey-Gloucester Campus,4424,0.413,0.587,0.5762,0.1239,0.118,0.028,0.0016,0.002,0.0414,0.0088,0.1001,0.2834
Empire Beauty School-Cherry Hill,125,0.128,0.872,0.104,0.44,0.208,0.032,0.008,0.016,0.048,0,0.144,0.574
Eastwick College-Ramsey,929,0.1518,0.8482,0.282,0.2917,0.3251,0.0807,0.0054,0.0054,0,0.0097,0,0.4478
Holy Name Medical Center-Sister Claire Tynan School of Nursing,181,0.1713,0.8287,0.2873,0.1271,0.2044,0.2265,0,0.011,0.1326,0,0.011,0.3351
Hudson County Community College,6386,0.4007,0.5993,0.0927,0.1328,0.5515,0.0683,0.0022,0.0019,0.0189,0.0269,0.1048,0.5616
New Jersey City University,4076,0.4257,0.5743,0.1597,0.2061,0.4779,0.0819,0.0037,0.0034,0.0263,0.0159,0.025,0.5238
Kean University,10842,0.3962,0.6038,0.2524,0.2042,0.3691,0.0479,0.0013,0.0012,0.0198,0.0623,0.0419,0.4631
Lincoln Technical Institute-Union,1648,0.9581,0.0419,0.1608,0.3343,0.4387,0.0261,0.0042,0.0012,0.0285,6e-4,0.0055,0.5385
Rizzieri Aveda School for Beauty and Wellness,381,0.0157,0.9843,0.5669,0.1969,0.1654,0.0394,0,0.0026,0.021,0.0026,0.0052,0.3746
Mercer County Community College,5169,0.4707,0.5293,0.3001,0.1971,0.2751,0.0638,6e-4,0.0012,0.031,0.0685,0.0627,0.2993
Middlesex College,8321,0.4598,0.5402,0.2128,0.1233,0.3991,0.1423,0.003,0.0018,0.0377,0.0411,0.0388,0.3488
Monmouth University,3831,0.3649,0.6351,0.6896,0.0517,0.1744,0.0217,8e-4,3e-4,0.0248,0.0159,0.0209,0.3036
Montclair State University,17677,0.4061,0.5939,0.3333,0.1307,0.3858,0.0626,0.0015,0.0011,0.0249,0.0115,0.0487,0.4439
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,572,0.1399,0.8601,0.229,0.2622,0.2273,0.1294,0.0035,0.0087,0.0385,0.0699,0.0315,0.3591
Eastwick College-Nutley,456,0.2127,0.7873,0.1974,0.1491,0.5987,0.0307,0.0044,0.0022,0,0.0175,0,0.6361
Robert Fiance Beauty Schools-West New York,229,0.1572,0.8428,0.3362,0.0961,0.4803,0.0218,0.0087,0,0.0044,0.048,0.0044,0.3912
New Jersey Institute of Technology,8762,0.7189,0.2811,0.304,0.1039,0.2821,0.2117,0.0011,2e-4,0.0314,0.0488,0.0167,0.3897
Ocean County College,5566,0.4411,0.5589,0.6452,0.0555,0.2181,0.0255,0.0016,0.0013,0.0332,0.0054,0.0142,0.2652
P B Cosmetology Education Center,113,0.0973,0.9027,0.4779,0.177,0.1858,0.0177,0,0,0.0531,0,0.0885,0.49
Parisian Beauty School,464,0.0431,0.9569,0.1573,0.1185,0.4159,0.0129,0.0022,0.0022,0.0259,0.0129,0.2522,0.6766
Passaic County Community College,4546,0.3898,0.6102,0.1401,0.1047,0.6432,0.0535,7e-4,0.002,0.0156,7e-4,0.0396,0.5278
Pennco Tech-Blackwood,996,0.8163,0.1837,0.3243,0.2711,0.3353,0.0221,0.002,0,0.0452,0,0,0.587
Princeton University,5579,0.4918,0.5082,0.3597,0.0859,0.098,0.2371,0.0014,0.0011,0.0701,0.1226,0.024,0.1872
Rabbinical College of America,197,1,0,0.8223,0,0,0,0,0,0,0.1777,0,0.3834
Ramapo College of New Jersey,4664,0.4243,0.5757,0.545,0.062,0.2521,0.1053,0.0034,0,2e-4,0.0101,0.0219,0.2672
Robert Fiance Beauty Schools,185,0.0595,0.9405,0.3459,0.1243,0.4108,0.0108,0.0054,0,0.0324,0.0649,0.0054,0.4599
Rider University,3192,0.4301,0.5699,0.5276,0.1385,0.1939,0.0473,0.0016,9e-4,0.0338,0.0354,0.021,0.3336
Rutgers University-Camden,3819,0.3972,0.6028,0.3758,0.194,0.226,0.1307,0.001,0.001,0.0359,0.0181,0.0175,0.4432
Rutgers University-New Brunswick,36357,0.4986,0.5014,0.3145,0.0675,0.1563,0.3343,8e-4,7e-4,0.0361,0.0683,0.0215,0.272
Rutgers University-Newark,7187,0.4707,0.5293,0.2072,0.192,0.3551,0.1849,0.0013,0.001,0.0241,0.0192,0.0153,0.557
Capital Health School of Radiologic Technology,15,0,1,0.9333,0,0.0667,0,0,0,0,0,0,0.25
Capital Health School of Nursing,53,0.1321,0.8679,0.3962,0.4151,0.1132,0.0755,0,0,0,0,0,0
Saint Peter's University,1939,0.4012,0.5988,0.2429,0.1774,0.4059,0.0753,0.0021,5e-4,0.0015,0.0655,0.0289,0.5418
Salem Community College,908,0.3227,0.6773,0.446,0.2588,0.1267,0.0099,0.0044,0.0033,0.0396,0.0033,0.1079,0.3442
Seton Hall University,5924,0.4406,0.5594,0.437,0.1155,0.2679,0.0977,0.0012,0.0012,0.0442,0.0155,0.0198,0.3026
Shore Beauty School,174,0.1149,0.8851,0.4253,0.2644,0.2989,0,0,0,0.0057,0,0.0057,0.6903
Saint Elizabeth University,636,0.3978,0.6022,0.1997,0.3915,0.2862,0.0189,0.011,0.0031,0.0189,0.011,0.0597,0.5414
Raritan Valley Community College,5272,0.5197,0.4803,0.3957,0.1275,0.3101,0.0603,0.0021,0.0023,0.0281,0.0106,0.0634,0.2664
Stevens Institute of Technology,4084,0.6685,0.3315,0.4912,0.0255,0.1572,0.1991,5e-4,0,0.0419,0.0326,0.0522,0.2047
Stockton University,7770,0.3928,0.6072,0.5793,0.1008,0.1936,0.0741,6e-4,5e-4,0.0373,0.0069,0.0068,0.415
Talmudical Academy-New Jersey,78,1,0,0.9487,0,0,0,0,0,0,0.0513,0,0.5616
Aviation Institute of Maintenance-Teterboro,500,0.948,0.052,0.148,0.15,0.578,0.046,0,0.002,0.076,0,0,0.6821
Thomas Edison State University,6685,0.6133,0.3867,0.4507,0.1453,0.1491,0.0453,0.0037,0.0042,0.0429,0.0103,0.1484,0.2068
The College of New Jersey,6831,0.4314,0.5686,0.5905,0.058,0.1802,0.1047,3e-4,4e-4,0.0302,0.0069,0.0288,0.2013
UCNJ Union College of Union County NJ,7760,0.3817,0.6183,0.136,0.284,0.4695,0.0401,0.0015,0.0022,0.0236,0.0148,0.0284,0.4377
William Paterson University of New Jersey,6526,0.3852,0.6148,0.3226,0.2009,0.3385,0.0709,6e-4,0.0015,0.0234,0.0218,0.0198,0.4447
Olympian Academy of Cosmetology,538,0.1877,0.8123,0.2045,0.21560000000000001,0.4796,0.0056,0.0074,0,0.0353,0,0.052,0.6867
Central New Mexico Community College,15246,0.3825,0.6175,0.2416,0.0291,0.5508,0.0194,0.071,0.0024,0.0282,0.0032,0.0542,0.259
Navajo Technical University,1134,0.3836,0.6164,0.0035,0.0079,0.0097,0,0.9691,9e-4,0.0035,0.0035,0.0018,0.4902
New Mexico State University-Dona Ana,4812,0.3938,0.6062,0.1866,0.0177,0.717,0.0075,0.0143,0.0012,0.016,0.0256,0.0141,0.3437
Clovis Community College,1221,0.2441,0.7559,0.3202,0.0401,0.5774,0.0139,0.0074,0.0025,0.0311,0.0016,0.0057,0.3139
Eastern New Mexico University-Main Campus,3186,0.3754,0.6246,0.3672,0.0549,0.4535,0.011,0.0232,0.0038,0.0295,0.0279,0.0289,0.3201
Eastern New Mexico University-Roswell Campus,1312,0.3537,0.6463,0.2835,0.0252,0.5808,0.0191,0.0137,0,0.0145,0,0.0633,0.2656
Institute of American Indian and Alaska Native Culture and Arts Development,307,0.3681,0.6319,0.0684,0,0.1205,0,0.6612,0.0033,0.1368,0,0.0098,0.2038
New Mexico Highlands University,1561,0.376,0.624,0.1429,0.0557,0.6099,0.0038,0.0878,0.0013,0.0263,0.0474,0.025,0.4636
New Mexico Junior College,2034,0.3496,0.6504,0.267,0.0678,0.5978,0.0143,0.0079,0.0015,0.0034,0.0025,0.0379,0.2585
New Mexico Military Institute,342,0.8012,0.1988,0.1901,0.1491,0.3129,0.038,0.0234,0.0877,0.0205,0.1754,0.0029,0.2571
University of New Mexico-Gallup Campus,891,0.3502,0.6498,0.0269,0.0011,0.1403,0.0191,0.7654,0.0011,0.0258,0.0056,0.0146,0.2803
New Mexico Institute of Mining and Technology,1122,0.7139,0.2861,0.4528,0.0071,0.4118,0.025,0.0419,0.0027,0.0276,0.0267,0.0045,0.3087
University of New Mexico-Los Alamos Campus,238,0.5672,0.4328,0.3277,0.0084,0.5882,0.0126,0.0378,0,0.0084,0,0.0168,0.0601
University of New Mexico-Main Campus,16686,0.4233,0.5767,0.2867,0.0308,0.5052,0.0415,0.0602,0.0016,0.0411,0.0201,0.0128,0.3624
New Mexico State University-Alamogordo,569,0.3286,0.6714,0.4288,0.0299,0.4183,0.0176,0.0281,0.0018,0.0562,0.0123,0.007,0.2636
Southeast New Mexico College,426,0.2371,0.7629,0.3357,0.007,0.5986,0.007,0.0094,0.007,0.0188,0.007,0.0094,0.10780000000000001
New Mexico State University-Grants,351,0.2991,0.7009,0.1852,0.0114,0.3846,0.0028,0.3647,0.0028,0.0256,0.0142,0.0085,0.2667
New Mexico State University-Main Campus,11561,0.4148,0.5852,0.2493,0.0238,0.6276,0.0119,0.0268,0.0014,0.029,0.0246,0.0057,0.403
University of New Mexico-Valencia County Campus,505,0.3287,0.6713,0.1782,0.0119,0.7168,0.004,0.0337,0.002,0.0257,0.0059,0.0218,0.1326
Northern New Mexico College,859,0.3201,0.6799,0.1222,0.014,0.6787,0.0186,0.0885,0,0.0501,0.0093,0.0186,0.3553
San Juan College,4228,0.3006,0.6994,0.3139,0.0104,0.2124,0.0047,0.3789,0.0024,0.053,0.0116,0.0128,0.3292
